panel	source_file	source_row	scenario	factor	x_column	x	metric	repetition	value
d	analysis/observation_robustness.csv	130	schelling	missing_values	missing_fraction	0.2	stability	2	0.9641975308641976
d	analysis/observation_robustness.csv	131	schelling	missing_values	missing_fraction	0.2	stability	3	0.9746666666666668
d	analysis/observation_robustness.csv	132	schelling	missing_values	missing_fraction	0.2	stability	4	0.9782051282051282
d	analysis/observation_robustness.csv	133	schelling	missing_values	missing_fraction	0.2	stability	5	0.9666666666666668
d	analysis/observation_robustness.csv	134	schelling	missing_values	missing_fraction	0.2	stability	6	0.968
d	analysis/observation_robustness.csv	135	schelling	missing_values	missing_fraction	0.2	stability	7	0.9733333333333334
e	analysis/causal_scalability.csv	0	deffuant	NA	candidate_indicator_count	8.0	runtime_seconds	0	0.1065333000005921
e	analysis/causal_scalability.csv	1	deffuant	NA	candidate_indicator_count	8.0	runtime_seconds	1	0.1043934000008448
e	analysis/causal_scalability.csv	2	deffuant	NA	candidate_indicator_count	8.0	runtime_seconds	2	0.1024479999996401
e	analysis/causal_scalability.csv	3	deffuant	NA	candidate_indicator_count	8.0	runtime_seconds	3	0.108584300000075
e	analysis/causal_scalability.csv	4	deffuant	NA	candidate_indicator_count	8.0	runtime_seconds	4	0.0988491000007343
e	analysis/causal_scalability.csv	5	deffuant	NA	candidate_indicator_count	16.0	runtime_seconds	0	0.6648688999994192
e	analysis/causal_scalability.csv	6	deffuant	NA	candidate_indicator_count	16.0	runtime_seconds	1	0.6464096999989124
e	analysis/causal_scalability.csv	7	deffuant	NA	candidate_indicator_count	16.0	runtime_seconds	2	0.6515746000004583
e	analysis/causal_scalability.csv	8	deffuant	NA	candidate_indicator_count	16.0	runtime_seconds	3	0.6328433999988192
e	analysis/causal_scalability.csv	9	deffuant	NA	candidate_indicator_count	16.0	runtime_seconds	4	0.6255976000011287
e	analysis/causal_scalability.csv	10	deffuant	NA	candidate_indicator_count	32.0	runtime_seconds	0	4.300930100000187
e	analysis/causal_scalability.csv	11	deffuant	NA	candidate_indicator_count	32.0	runtime_seconds	1	4.193381000000954
e	analysis/causal_scalability.csv	12	deffuant	NA	candidate_indicator_count	32.0	runtime_seconds	2	4.118182000000161
e	analysis/causal_scalability.csv	13	deffuant	NA	candidate_indicator_count	32.0	runtime_seconds	3	4.119703399999708
e	analysis/causal_scalability.csv	14	deffuant	NA	candidate_indicator_count	32.0	runtime_seconds	4	4.068584700000429
e	analysis/causal_scalability.csv	15	deffuant	NA	candidate_indicator_count	64.0	runtime_seconds	0	18.525316200000816
e	analysis/causal_scalability.csv	16	deffuant	NA	candidate_indicator_count	64.0	runtime_seconds	1	18.546747099999266
e	analysis/causal_scalability.csv	17	deffuant	NA	candidate_indicator_count	64.0	runtime_seconds	2	18.5996025000004
e	analysis/causal_scalability.csv	18	deffuant	NA	candidate_indicator_count	64.0	runtime_seconds	3	18.539245500000103
e	analysis/causal_scalability.csv	19	deffuant	NA	candidate_indicator_count	64.0	runtime_seconds	4	18.401197799999863
e	analysis/causal_scalability.csv	20	schelling	NA	candidate_indicator_count	8.0	runtime_seconds	0	0.2000458000002254
e	analysis/causal_scalability.csv	21	schelling	NA	candidate_indicator_count	8.0	runtime_seconds	1	0.133452699999907
e	analysis/causal_scalability.csv	22	schelling	NA	candidate_indicator_count	8.0	runtime_seconds	2	0.1232075000007171
e	analysis/causal_scalability.csv	23	schelling	NA	candidate_indicator_count	8.0	runtime_seconds	3	0.1303664000006392
e	analysis/causal_scalability.csv	24	schelling	NA	candidate_indicator_count	8.0	runtime_seconds	4	0.1298459999998158
e	analysis/causal_scalability.csv	25	schelling	NA	candidate_indicator_count	16.0	runtime_seconds	0	0.6855766000007861
e	analysis/causal_scalability.csv	26	schelling	NA	candidate_indicator_count	16.0	runtime_seconds	1	0.7090003000012075
e	analysis/causal_scalability.csv	27	schelling	NA	candidate_indicator_count	16.0	runtime_seconds	2	0.6600139000001946
e	analysis/causal_scalability.csv	28	schelling	NA	candidate_indicator_count	16.0	runtime_seconds	3	0.696541299999808
e	analysis/causal_scalability.csv	29	schelling	NA	candidate_indicator_count	16.0	runtime_seconds	4	0.6741093999989971
e	analysis/causal_scalability.csv	30	schelling	NA	candidate_indicator_count	32.0	runtime_seconds	0	4.68597139999838
e	analysis/causal_scalability.csv	31	schelling	NA	candidate_indicator_count	32.0	runtime_seconds	1	4.607795299998543
e	analysis/causal_scalability.csv	32	schelling	NA	candidate_indicator_count	32.0	runtime_seconds	2	4.557224700000006
e	analysis/causal_scalability.csv	33	schelling	NA	candidate_indicator_count	32.0	runtime_seconds	3	4.592818999999508
e	analysis/causal_scalability.csv	34	schelling	NA	candidate_indicator_count	32.0	runtime_seconds	4	4.538082199998826
e	analysis/causal_scalability.csv	35	schelling	NA	candidate_indicator_count	64.0	runtime_seconds	0	20.068288800001028
e	analysis/causal_scalability.csv	36	schelling	NA	candidate_indicator_count	64.0	runtime_seconds	1	19.85800430000017
e	analysis/causal_scalability.csv	37	schelling	NA	candidate_indicator_count	64.0	runtime_seconds	2	19.55941069999972
e	analysis/causal_scalability.csv	38	schelling	NA	candidate_indicator_count	64.0	runtime_seconds	3	19.648256599999517
e	analysis/causal_scalability.csv	39	schelling	NA	candidate_indicator_count	64.0	runtime_seconds	4	19.76394940000137
f	analysis/causal_scalability.csv	0	deffuant	NA	candidate_indicator_count	8.0	discovered_edge_count	0	23.0
f	analysis/causal_scalability.csv	1	deffuant	NA	candidate_indicator_count	8.0	discovered_edge_count	1	23.0
f	analysis/causal_scalability.csv	2	deffuant	NA	candidate_indicator_count	8.0	discovered_edge_count	2	23.0
f	analysis/causal_scalability.csv	3	deffuant	NA	candidate_indicator_count	8.0	discovered_edge_count	3	23.0
f	analysis/causal_scalability.csv	4	deffuant	NA	candidate_indicator_count	8.0	discovered_edge_count	4	23.0
f	analysis/causal_scalability.csv	5	deffuant	NA	candidate_indicator_count	16.0	discovered_edge_count	0	129.0
f	analysis/causal_scalability.csv	6	deffuant	NA	candidate_indicator_count	16.0	discovered_edge_count	1	129.0
f	analysis/causal_scalability.csv	7	deffuant	NA	candidate_indicator_count	16.0	discovered_edge_count	2	129.0
f	analysis/causal_scalability.csv	8	deffuant	NA	candidate_indicator_count	16.0	discovered_edge_count	3	129.0
f	analysis/causal_scalability.csv	9	deffuant	NA	candidate_indicator_count	16.0	discovered_edge_count	4	129.0
f	analysis/causal_scalability.csv	10	deffuant	NA	candidate_indicator_count	32.0	discovered_edge_count	0	329.0
f	analysis/causal_scalability.csv	11	deffuant	NA	candidate_indicator_count	32.0	discovered_edge_count	1	306.0
f	analysis/causal_scalability.csv	12	deffuant	NA	candidate_indicator_count	32.0	discovered_edge_count	2	317.0
f	analysis/causal_scalability.csv	13	deffuant	NA	candidate_indicator_count	32.0	discovered_edge_count	3	290.0
f	analysis/causal_scalability.csv	14	deffuant	NA	candidate_indicator_count	32.0	discovered_edge_count	4	316.0
f	analysis/causal_scalability.csv	15	deffuant	NA	candidate_indicator_count	64.0	discovered_edge_count	0	433.0
f	analysis/causal_scalability.csv	16	deffuant	NA	candidate_indicator_count	64.0	discovered_edge_count	1	444.0
f	analysis/causal_scalability.csv	17	deffuant	NA	candidate_indicator_count	64.0	discovered_edge_count	2	477.0
f	analysis/causal_scalability.csv	18	deffuant	NA	candidate_indicator_count	64.0	discovered_edge_count	3	407.0
f	analysis/causal_scalability.csv	19	deffuant	NA	candidate_indicator_count	64.0	discovered_edge_count	4	437.0
f	analysis/causal_scalability.csv	20	schelling	NA	candidate_indicator_count	8.0	discovered_edge_count	0	36.0
f	analysis/causal_scalability.csv	21	schelling	NA	candidate_indicator_count	8.0	discovered_edge_count	1	36.0
f	analysis/causal_scalability.csv	22	schelling	NA	candidate_indicator_count	8.0	discovered_edge_count	2	36.0
f	analysis/causal_scalability.csv	23	schelling	NA	candidate_indicator_count	8.0	discovered_edge_count	3	36.0
f	analysis/causal_scalability.csv	24	schelling	NA	candidate_indicator_count	8.0	discovered_edge_count	4	36.0
f	analysis/causal_scalability.csv	25	schelling	NA	candidate_indicator_count	16.0	discovered_edge_count	0	133.0
f	analysis/causal_scalability.csv	26	schelling	NA	candidate_indicator_count	16.0	discovered_edge_count	1	133.0
f	analysis/causal_scalability.csv	27	schelling	NA	candidate_indicator_count	16.0	discovered_edge_count	2	133.0
f	analysis/causal_scalability.csv	28	schelling	NA	candidate_indicator_count	16.0	discovered_edge_count	3	133.0
f	analysis/causal_scalability.csv	29	schelling	NA	candidate_indicator_count	16.0	discovered_edge_count	4	133.0
f	analysis/causal_scalability.csv	30	schelling	NA	candidate_indicator_count	32.0	discovered_edge_count	0	548.0
f	analysis/causal_scalability.csv	31	schelling	NA	candidate_indicator_count	32.0	discovered_edge_count	1	550.0
f	analysis/causal_scalability.csv	32	schelling	NA	candidate_indicator_count	32.0	discovered_edge_count	2	542.0
f	analysis/causal_scalability.csv	33	schelling	NA	candidate_indicator_count	32.0	discovered_edge_count	3	535.0
f	analysis/causal_scalability.csv	34	schelling	NA	candidate_indicator_count	32.0	discovered_edge_count	4	525.0
f	analysis/causal_scalability.csv	35	schelling	NA	candidate_indicator_count	64.0	discovered_edge_count	0	811.0
f	analysis/causal_scalability.csv	36	schelling	NA	candidate_indicator_count	64.0	discovered_edge_count	1	840.0
f	analysis/causal_scalability.csv	37	schelling	NA	candidate_indicator_count	64.0	discovered_edge_count	2	823.0
f	analysis/causal_scalability.csv	38	schelling	NA	candidate_indicator_count	64.0	discovered_edge_count	3	813.0
f	analysis/causal_scalability.csv	39	schelling	NA	candidate_indicator_count	64.0	discovered_edge_count	4	873.0
g	analysis/observation_robustness.csv	64	deffuant	support_threshold	support_threshold	0.5	retained_edge_count	0	16.0
g	analysis/observation_robustness.csv	65	deffuant	support_threshold	support_threshold	0.5	retained_edge_count	1	16.0
g	analysis/observation_robustness.csv	66	deffuant	support_threshold	support_threshold	0.5	retained_edge_count	2	16.0
g	analysis/observation_robustness.csv	67	deffuant	support_threshold	support_threshold	0.5	retained_edge_count	3	16.0
g	analysis/observation_robustness.csv	68	deffuant	support_threshold	support_threshold	0.5	retained_edge_count	4	16.0
g	analysis/observation_robustness.csv	69	deffuant	support_threshold	support_threshold	0.5	retained_edge_count	5	16.0
g	analysis/observation_robustness.csv	70	deffuant	support_threshold	support_threshold	0.5	retained_edge_count	6	16.0
g	analysis/observation_robustness.csv	71	deffuant	support_threshold	support_threshold	0.5	retained_edge_count	7	16.0
g	analysis/observation_robustness.csv	72	deffuant	support_threshold	support_threshold	0.6	retained_edge_count	0	16.0
g	analysis/observation_robustness.csv	73	deffuant	support_threshold	support_threshold	0.6	retained_edge_count	1	16.0
g	analysis/observation_robustness.csv	74	deffuant	support_threshold	support_threshold	0.6	retained_edge_count	2	16.0
g	analysis/observation_robustness.csv	75	deffuant	support_threshold	support_threshold	0.6	retained_edge_count	3	16.0
g	analysis/observation_robustness.csv	76	deffuant	support_threshold	support_threshold	0.6	retained_edge_count	4	16.0
g	analysis/observation_robustness.csv	77	deffuant	support_threshold	support_threshold	0.6	retained_edge_count	5	16.0
g	analysis/observation_robustness.csv	78	deffuant	support_threshold	support_threshold	0.6	retained_edge_count	6	16.0
g	analysis/observation_robustness.csv	79	deffuant	support_threshold	support_threshold	0.6	retained_edge_count	7	16.0
g	analysis/observation_robustness.csv	80	deffuant	support_threshold	support_threshold	0.65	retained_edge_count	0	16.0
g	analysis/observation_robustness.csv	81	deffuant	support_threshold	support_threshold	0.65	retained_edge_count	1	16.0
g	analysis/observation_robustness.csv	82	deffuant	support_threshold	support_threshold	0.65	retained_edge_count	2	16.0
g	analysis/observation_robustness.csv	83	deffuant	support_threshold	support_threshold	0.65	retained_edge_count	3	16.0
g	analysis/observation_robustness.csv	84	deffuant	support_threshold	support_threshold	0.65	retained_edge_count	4	16.0
g	analysis/observation_robustness.csv	85	deffuant	support_threshold	support_threshold	0.65	retained_edge_count	5	15.0
g	analysis/observation_robustness.csv	86	deffuant	support_threshold	support_threshold	0.65	retained_edge_count	6	16.0
g	analysis/observation_robustness.csv	87	deffuant	support_threshold	support_threshold	0.65	retained_edge_count	7	16.0
g	analysis/observation_robustness.csv	88	deffuant	support_threshold	support_threshold	0.75	retained_edge_count	0	14.0
g	analysis/observation_robustness.csv	89	deffuant	support_threshold	support_threshold	0.75	retained_edge_count	1	16.0
g	analysis/observation_robustness.csv	90	deffuant	support_threshold	support_threshold	0.75	retained_edge_count	2	15.0
g	analysis/observation_robustness.csv	91	deffuant	support_threshold	support_threshold	0.75	retained_edge_count	3	15.0
g	analysis/observation_robustness.csv	92	deffuant	support_threshold	support_threshold	0.75	retained_edge_count	4	15.0
g	analysis/observation_robustness.csv	93	deffuant	support_threshold	support_threshold	0.75	retained_edge_count	5	16.0
g	analysis/observation_robustness.csv	94	deffuant	support_threshold	support_threshold	0.75	retained_edge_count	6	16.0
g	analysis/observation_robustness.csv	95	deffuant	support_threshold	support_threshold	0.75	retained_edge_count	7	15.0
g	analysis/observation_robustness.csv	96	deffuant	support_threshold	support_threshold	0.85	retained_edge_count	0	14.0
g	analysis/observation_robustness.csv	97	deffuant	support_threshold	support_threshold	0.85	retained_edge_count	1	15.0
g	analysis/observation_robustness.csv	98	deffuant	support_threshold	support_threshold	0.85	retained_edge_count	2	13.0
g	analysis/observation_robustness.csv	99	deffuant	support_threshold	support_threshold	0.85	retained_edge_count	3	15.0
g	analysis/observation_robustness.csv	100	deffuant	support_threshold	support_threshold	0.85	retained_edge_count	4	14.0
g	analysis/observation_robustness.csv	101	deffuant	support_threshold	support_threshold	0.85	retained_edge_count	5	11.0
g	analysis/observation_robustness.csv	102	deffuant	support_threshold	support_threshold	0.85	retained_edge_count	6	12.0
g	analysis/observation_robustness.csv	103	deffuant	support_threshold	support_threshold	0.85	retained_edge_count	7	13.0
g	analysis/observation_robustness.csv	168	schelling	support_threshold	support_threshold	0.5	retained_edge_count	0	28.0
g	analysis/observation_robustness.csv	169	schelling	support_threshold	support_threshold	0.5	retained_edge_count	1	28.0
g	analysis/observation_robustness.csv	170	schelling	support_threshold	support_threshold	0.5	retained_edge_count	2	28.0
g	analysis/observation_robustness.csv	171	schelling	support_threshold	support_threshold	0.5	retained_edge_count	3	28.0
g	analysis/observation_robustness.csv	172	schelling	support_threshold	support_threshold	0.5	retained_edge_count	4	28.0
g	analysis/observation_robustness.csv	173	schelling	support_threshold	support_threshold	0.5	retained_edge_count	5	28.0
g	analysis/observation_robustness.csv	174	schelling	support_threshold	support_threshold	0.5	retained_edge_count	6	28.0
g	analysis/observation_robustness.csv	175	schelling	support_threshold	support_threshold	0.5	retained_edge_count	7	28.0
g	analysis/observation_robustness.csv	176	schelling	support_threshold	support_threshold	0.6	retained_edge_count	0	28.0
g	analysis/observation_robustness.csv	177	schelling	support_threshold	support_threshold	0.6	retained_edge_count	1	28.0
g	analysis/observation_robustness.csv	178	schelling	support_threshold	support_threshold	0.6	retained_edge_count	2	28.0
g	analysis/observation_robustness.csv	179	schelling	support_threshold	support_threshold	0.6	retained_edge_count	3	28.0
g	analysis/observation_robustness.csv	180	schelling	support_threshold	support_threshold	0.6	retained_edge_count	4	28.0
g	analysis/observation_robustness.csv	181	schelling	support_threshold	support_threshold	0.6	retained_edge_count	5	28.0
g	analysis/observation_robustness.csv	182	schelling	support_threshold	support_threshold	0.6	retained_edge_count	6	28.0
g	analysis/observation_robustness.csv	183	schelling	support_threshold	support_threshold	0.6	retained_edge_count	7	28.0
g	analysis/observation_robustness.csv	184	schelling	support_threshold	support_threshold	0.65	retained_edge_count	0	28.0
g	analysis/observation_robustness.csv	185	schelling	support_threshold	support_threshold	0.65	retained_edge_count	1	28.0
g	analysis/observation_robustness.csv	186	schelling	support_threshold	support_threshold	0.65	retained_edge_count	2	28.0
g	analysis/observation_robustness.csv	187	schelling	support_threshold	support_threshold	0.65	retained_edge_count	3	28.0
g	analysis/observation_robustness.csv	188	schelling	support_threshold	support_threshold	0.65	retained_edge_count	4	28.0
g	analysis/observation_robustness.csv	189	schelling	support_threshold	support_threshold	0.65	retained_edge_count	5	28.0
g	analysis/observation_robustness.csv	190	schelling	support_threshold	support_threshold	0.65	retained_edge_count	6	28.0
g	analysis/observation_robustness.csv	191	schelling	support_threshold	support_threshold	0.65	retained_edge_count	7	28.0
g	analysis/observation_robustness.csv	192	schelling	support_threshold	support_threshold	0.75	retained_edge_count	0	28.0
g	analysis/observation_robustness.csv	193	schelling	support_threshold	support_threshold	0.75	retained_edge_count	1	27.0
g	analysis/observation_robustness.csv	194	schelling	support_threshold	support_threshold	0.75	retained_edge_count	2	28.0
g	analysis/observation_robustness.csv	195	schelling	support_threshold	support_threshold	0.75	retained_edge_count	3	28.0
g	analysis/observation_robustness.csv	196	schelling	support_threshold	support_threshold	0.75	retained_edge_count	4	26.0
g	analysis/observation_robustness.csv	197	schelling	support_threshold	support_threshold	0.75	retained_edge_count	5	27.0
g	analysis/observation_robustness.csv	198	schelling	support_threshold	support_threshold	0.75	retained_edge_count	6	27.0
g	analysis/observation_robustness.csv	199	schelling	support_threshold	support_threshold	0.75	retained_edge_count	7	27.0
g	analysis/observation_robustness.csv	200	schelling	support_threshold	support_threshold	0.85	retained_edge_count	0	27.0
g	analysis/observation_robustness.csv	201	schelling	support_threshold	support_threshold	0.85	retained_edge_count	1	26.0
g	analysis/observation_robustness.csv	202	schelling	support_threshold	support_threshold	0.85	retained_edge_count	2	27.0
g	analysis/observation_robustness.csv	203	schelling	support_threshold	support_threshold	0.85	retained_edge_count	3	26.0
g	analysis/observation_robustness.csv	204	schelling	support_threshold	support_threshold	0.85	retained_edge_count	4	25.0
g	analysis/observation_robustness.csv	205	schelling	support_threshold	support_threshold	0.85	retained_edge_count	5	25.0
g	analysis/observation_robustness.csv	206	schelling	support_threshold	support_threshold	0.85	retained_edge_count	6	25.0
g	analysis/observation_robustness.csv	207	schelling	support_threshold	support_threshold	0.85	retained_edge_count	7	25.0
h	analysis/observation_robustness.csv	64	deffuant	support_threshold	support_threshold	0.5	stability	0	0.9479166666666669
h	analysis/observation_robustness.csv	65	deffuant	support_threshold	support_threshold	0.5	stability	1	0.9479166666666669
h	analysis/observation_robustness.csv	66	deffuant	support_threshold	support_threshold	0.5	stability	2	0.95625
h	analysis/observation_robustness.csv	67	deffuant	support_threshold	support_threshold	0.5	stability	3	0.9416666666666668
h	analysis/observation_robustness.csv	68	deffuant	support_threshold	support_threshold	0.5	stability	4	0.9520833333333334
h	analysis/observation_robustness.csv	69	deffuant	support_threshold	support_threshold	0.5	stability	5	0.95
h	analysis/observation_robustness.csv	70	deffuant	support_threshold	support_threshold	0.5	stability	6	0.9479166666666669
h	analysis/observation_robustness.csv	71	deffuant	support_threshold	support_threshold	0.5	stability	7	0.9479166666666666
h	analysis/observation_robustness.csv	72	deffuant	support_threshold	support_threshold	0.6	stability	0	0.9375
h	analysis/observation_robustness.csv	73	deffuant	support_threshold	support_threshold	0.6	stability	1	0.9270833333333334
h	analysis/observation_robustness.csv	74	deffuant	support_threshold	support_threshold	0.6	stability	2	0.9416666666666668
h	analysis/observation_robustness.csv	75	deffuant	support_threshold	support_threshold	0.6	stability	3	0.9395833333333332
h	analysis/observation_robustness.csv	76	deffuant	support_threshold	support_threshold	0.6	stability	4	0.9458333333333332
h	analysis/observation_robustness.csv	77	deffuant	support_threshold	support_threshold	0.6	stability	5	0.9458333333333332
h	analysis/observation_robustness.csv	78	deffuant	support_threshold	support_threshold	0.6	stability	6	0.94375
h	analysis/observation_robustness.csv	79	deffuant	support_threshold	support_threshold	0.6	stability	7	0.94375
h	analysis/observation_robustness.csv	80	deffuant	support_threshold	support_threshold	0.65	stability	0	0.94375
h	analysis/observation_robustness.csv	81	deffuant	support_threshold	support_threshold	0.65	stability	1	0.93125
h	analysis/observation_robustness.csv	82	deffuant	support_threshold	support_threshold	0.65	stability	2	0.9416666666666668
h	analysis/observation_robustness.csv	83	deffuant	support_threshold	support_threshold	0.65	stability	3	0.9083333333333334
h	analysis/observation_robustness.csv	84	deffuant	support_threshold	support_threshold	0.65	stability	4	0.9395833333333332
h	analysis/observation_robustness.csv	85	deffuant	support_threshold	support_threshold	0.65	stability	5	0.9511111111111112
h	analysis/observation_robustness.csv	86	deffuant	support_threshold	support_threshold	0.65	stability	6	0.9479166666666669
h	analysis/observation_robustness.csv	87	deffuant	support_threshold	support_threshold	0.65	stability	7	0.9458333333333332
h	analysis/observation_robustness.csv	88	deffuant	support_threshold	support_threshold	0.75	stability	0	0.961904761904762
h	analysis/observation_robustness.csv	89	deffuant	support_threshold	support_threshold	0.75	stability	1	0.9375
h	analysis/observation_robustness.csv	90	deffuant	support_threshold	support_threshold	0.75	stability	2	0.9511111111111112
h	analysis/observation_robustness.csv	91	deffuant	support_threshold	support_threshold	0.75	stability	3	0.9511111111111112
h	analysis/observation_robustness.csv	92	deffuant	support_threshold	support_threshold	0.75	stability	4	0.9511111111111112
h	analysis/observation_robustness.csv	93	deffuant	support_threshold	support_threshold	0.75	stability	5	0.9541666666666666
h	analysis/observation_robustness.csv	94	deffuant	support_threshold	support_threshold	0.75	stability	6	0.9520833333333334
h	analysis/observation_robustness.csv	95	deffuant	support_threshold	support_threshold	0.75	stability	7	0.9555555555555556
h	analysis/observation_robustness.csv	96	deffuant	support_threshold	support_threshold	0.85	stability	0	0.9666666666666668
h	analysis/observation_robustness.csv	97	deffuant	support_threshold	support_threshold	0.85	stability	1	0.9733333333333334
h	analysis/observation_robustness.csv	98	deffuant	support_threshold	support_threshold	0.85	stability	2	0.9666666666666668
h	analysis/observation_robustness.csv	99	deffuant	support_threshold	support_threshold	0.85	stability	3	0.9644444444444444
h	analysis/observation_robustness.csv	100	deffuant	support_threshold	support_threshold	0.85	stability	4	0.973809523809524
h	analysis/observation_robustness.csv	101	deffuant	support_threshold	support_threshold	0.85	stability	5	0.9848484848484848
h	analysis/observation_robustness.csv	102	deffuant	support_threshold	support_threshold	0.85	stability	6	0.9833333333333334
h	analysis/observation_robustness.csv	103	deffuant	support_threshold	support_threshold	0.85	stability	7	0.9846153846153848
h	analysis/observation_robustness.csv	168	schelling	support_threshold	support_threshold	0.5	stability	0	0.969047619047619
h	analysis/observation_robustness.csv	169	schelling	support_threshold	support_threshold	0.5	stability	1	0.9654761904761904
h	analysis/observation_robustness.csv	170	schelling	support_threshold	support_threshold	0.5	stability	2	0.9678571428571427
h	analysis/observation_robustness.csv	171	schelling	support_threshold	support_threshold	0.5	stability	3	0.9761904761904762
h	analysis/observation_robustness.csv	172	schelling	support_threshold	support_threshold	0.5	stability	4	0.969047619047619
h	analysis/observation_robustness.csv	173	schelling	support_threshold	support_threshold	0.5	stability	5	0.963095238095238
h	analysis/observation_robustness.csv	174	schelling	support_threshold	support_threshold	0.5	stability	6	0.975
h	analysis/observation_robustness.csv	175	schelling	support_threshold	support_threshold	0.5	stability	7	0.9702380952380952
h	analysis/observation_robustness.csv	176	schelling	support_threshold	support_threshold	0.6	stability	0	0.9654761904761904
h	analysis/observation_robustness.csv	177	schelling	support_threshold	support_threshold	0.6	stability	1	0.9702380952380952
h	analysis/observation_robustness.csv	178	schelling	support_threshold	support_threshold	0.6	stability	2	0.9761904761904762
h	analysis/observation_robustness.csv	179	schelling	support_threshold	support_threshold	0.6	stability	3	0.963095238095238
h	analysis/observation_robustness.csv	180	schelling	support_threshold	support_threshold	0.6	stability	4	0.9678571428571427
h	analysis/observation_robustness.csv	181	schelling	support_threshold	support_threshold	0.6	stability	5	0.963095238095238
h	analysis/observation_robustness.csv	182	schelling	support_threshold	support_threshold	0.6	stability	6	0.9702380952380952
h	analysis/observation_robustness.csv	183	schelling	support_threshold	support_threshold	0.6	stability	7	0.975
h	analysis/observation_robustness.csv	184	schelling	support_threshold	support_threshold	0.65	stability	0	0.9702380952380952
h	analysis/observation_robustness.csv	185	schelling	support_threshold	support_threshold	0.65	stability	1	0.9666666666666668
h	analysis/observation_robustness.csv	186	schelling	support_threshold	support_threshold	0.65	stability	2	0.9690476190476192
h	analysis/observation_robustness.csv	187	schelling	support_threshold	support_threshold	0.65	stability	3	0.9666666666666668
h	analysis/observation_robustness.csv	188	schelling	support_threshold	support_threshold	0.65	stability	4	0.9678571428571427
h	analysis/observation_robustness.csv	189	schelling	support_threshold	support_threshold	0.65	stability	5	0.963095238095238
h	analysis/observation_robustness.csv	190	schelling	support_threshold	support_threshold	0.65	stability	6	0.969047619047619
h	analysis/observation_robustness.csv	191	schelling	support_threshold	support_threshold	0.65	stability	7	0.963095238095238
h	analysis/observation_robustness.csv	192	schelling	support_threshold	support_threshold	0.75	stability	0	0.979761904761905
h	analysis/observation_robustness.csv	193	schelling	support_threshold	support_threshold	0.75	stability	1	0.9814814814814816
h	analysis/observation_robustness.csv	194	schelling	support_threshold	support_threshold	0.75	stability	2	0.9726190476190476
h	analysis/observation_robustness.csv	195	schelling	support_threshold	support_threshold	0.75	stability	3	0.9714285714285712
h	analysis/observation_robustness.csv	196	schelling	support_threshold	support_threshold	0.75	stability	4	0.9807692307692308
h	analysis/observation_robustness.csv	197	schelling	support_threshold	support_threshold	0.75	stability	5	0.9753086419753086
h	analysis/observation_robustness.csv	198	schelling	support_threshold	support_threshold	0.75	stability	6	0.9814814814814816
h	analysis/observation_robustness.csv	199	schelling	support_threshold	support_threshold	0.75	stability	7	0.9765432098765432
h	analysis/observation_robustness.csv	200	schelling	support_threshold	support_threshold	0.85	stability	0	0.9753086419753086
h	analysis/observation_robustness.csv	201	schelling	support_threshold	support_threshold	0.85	stability	1	0.9782051282051282
h	analysis/observation_robustness.csv	202	schelling	support_threshold	support_threshold	0.85	stability	2	0.9765432098765432
h	analysis/observation_robustness.csv	203	schelling	support_threshold	support_threshold	0.85	stability	3	0.982051282051282
h	analysis/observation_robustness.csv	204	schelling	support_threshold	support_threshold	0.85	stability	4	0.98
h	analysis/observation_robustness.csv	205	schelling	support_threshold	support_threshold	0.85	stability	5	0.9933333333333334
h	analysis/observation_robustness.csv	206	schelling	support_threshold	support_threshold	0.85	stability	6	0.984
h	analysis/observation_robustness.csv	207	schelling	support_threshold	support_threshold	0.85	stability	7	0.9813333333333334
